# Metadata:
# Simulated red vs blue cyber activity data for ML tasks
# Columns: timestamp, src_ip, dst_ip, protocol, activity_type, event_details
# activity_type: "red" = adversary, "blue" = defender
# Generated on: 2025-11-07 15:25:36
timestamp,src_ip,dst_ip,protocol,activity_type,event_details
2025-01-01 15:34:43,31.118.109.28,92.165.88.4,HTTP,blue,BLUE - Defensive action on 92.165.88.4
2025-01-01 00:26:10,100.108.234.57,17.142.188.12,TCP,red,RED - TCP connection from 100.108.234.57 to 17.142.188.12
2025-01-01 14:58:03,78.255.52.183,138.87.128.246,TCP,blue,BLUE - Defensive action on 138.87.128.246
2025-01-01 22:58:09,179.198.68.86,45.162.246.18,ICMP,red,RED - ICMP connection from 179.198.68.86 to 45.162.246.18
2025-01-01 22:09:21,234.229.195.131,164.119.6.60,TCP,red,RED - TCP connection from 234.229.195.131 to 164.119.6.60
2025-01-01 11:14:41,61.219.124.159,21.30.70.96,HTTP,blue,BLUE - Defensive action on 21.30.70.96
2025-01-01 07:21:18,39.192.104.165,10.121.227.190,ICMP,red,RED - ICMP connection from 39.192.104.165 to 10.121.227.190
2025-01-01 10:07:34,82.20.212.166,209.147.12.59,ICMP,blue,BLUE - Defensive action on 209.147.12.59
2025-01-01 08:49:12,53.27.127.206,176.113.195.134,ICMP,red,RED - ICMP connection from 53.27.127.206 to 176.113.195.134
2025-01-01 16:06:21,162.3.33.223,126.35.98.14,UDP,red,RED - UDP connection from 162.3.33.223 to 126.35.98.14
2025-01-01 04:34:17,24.88.104.61,130.40.218.186,HTTP,blue,BLUE - Defensive action on 130.40.218.186
2025-01-01 05:58:36,185.101.125.109,46.127.155.74,HTTPS,blue,BLUE - Defensive action on 46.127.155.74
2025-01-01 23:08:29,52.139.246.21,244.184.203.97,UDP,blue,BLUE - Defensive action on 244.184.203.97
2025-01-01 16:04:12,109.221.79.210,245.246.10.196,HTTP,blue,BLUE - Defensive action on 245.246.10.196
2025-01-01 03:01:49,195.153.78.142,187.89.131.98,HTTP,blue,BLUE - Defensive action on 187.89.131.98
2025-01-01 16:30:54,73.192.246.19,86.69.240.51,UDP,red,RED - UDP connection from 73.192.246.19 to 86.69.240.51
2025-01-01 00:09:07,4.191.251.104,237.212.202.249,ICMP,blue,BLUE - Defensive action on 237.212.202.249
2025-01-01 17:49:26,79.36.209.227,10.63.197.239,HTTPS,red,RED - HTTPS connection from 79.36.209.227 to 10.63.197.239
2025-01-01 07:04:17,196.223.130.198,234.178.250.163,ICMP,red,RED - ICMP connection from 196.223.130.198 to 234.178.250.163
2025-01-01 23:41:55,99.217.126.63,123.17.185.162,TCP,red,RED - TCP connection from 99.217.126.63 to 123.17.185.162
2025-01-01 09:30:53,155.233.75.66,64.82.6.30,TCP,blue,BLUE - Defensive action on 64.82.6.30
2025-01-01 14:28:42,181.41.96.225,109.84.218.65,ICMP,blue,BLUE - Defensive action on 109.84.218.65
2025-01-01 21:20:18,79.210.45.28,163.176.73.69,UDP,blue,BLUE - Defensive action on 163.176.73.69
2025-01-01 11:13:03,2.86.251.1,25.35.213.135,HTTP,blue,BLUE - Defensive action on 25.35.213.135
2025-01-01 15:41:25,44.90.191.48,181.68.101.125,UDP,red,RED - UDP connection from 44.90.191.48 to 181.68.101.125
2025-01-01 16:24:29,146.108.95.52,16.93.98.67,HTTP,blue,BLUE - Defensive action on 16.93.98.67
2025-01-01 22:49:20,234.55.85.21,76.43.193.32,ICMP,red,RED - ICMP connection from 234.55.85.21 to 76.43.193.32
2025-01-01 12:27:26,8.120.244.125,173.51.4.16,ICMP,red,RED - ICMP connection from 8.120.244.125 to 173.51.4.16
2025-01-01 21:12:22,203.21.49.55,134.3.192.155,HTTPS,blue,BLUE - Defensive action on 134.3.192.155
2025-01-01 17:41:31,122.172.219.87,95.175.161.210,UDP,blue,BLUE - Defensive action on 95.175.161.210
2025-01-01 14:30:28,97.29.182.224,85.51.1.117,HTTP,red,RED - HTTP connection from 97.29.182.224 to 85.51.1.117
2025-01-01 00:56:05,155.62.143.244,180.127.188.116,HTTPS,blue,BLUE - Defensive action on 180.127.188.116
2025-01-01 18:44:50,106.96.1.253,164.164.8.163,ICMP,red,RED - ICMP connection from 106.96.1.253 to 164.164.8.163
2025-01-01 11:51:07,174.227.119.156,125.204.41.90,HTTP,blue,BLUE - Defensive action on 125.204.41.90
2025-01-01 23:58:09,220.51.197.76,156.99.73.223,HTTPS,red,RED - HTTPS connection from 220.51.197.76 to 156.99.73.223
2025-01-01 04:39:19,128.44.154.214,173.239.86.230,HTTP,red,RED - HTTP connection from 128.44.154.214 to 173.239.86.230
2025-01-01 17:33:18,170.123.124.55,44.45.54.112,TCP,red,RED - TCP connection from 170.123.124.55 to 44.45.54.112
2025-01-01 11:53:15,232.196.143.57,185.131.243.244,TCP,red,RED - TCP connection from 232.196.143.57 to 185.131.243.244
2025-01-01 19:27:43,163.251.46.204,178.170.114.239,HTTPS,red,RED - HTTPS connection from 163.251.46.204 to 178.170.114.239
2025-01-01 23:26:48,88.193.195.168,165.223.119.58,ICMP,red,RED - ICMP connection from 88.193.195.168 to 165.223.119.58
2025-01-01 10:35:38,23.57.45.88,190.96.59.147,ICMP,red,RED - ICMP connection from 23.57.45.88 to 190.96.59.147
2025-01-01 11:24:34,245.194.0.80,16.97.198.251,HTTP,blue,BLUE - Defensive action on 16.97.198.251
2025-01-01 13:17:24,205.64.113.28,102.4.235.81,UDP,blue,BLUE - Defensive action on 102.4.235.81
2025-01-01 07:58:12,128.233.75.154,73.74.17.154,ICMP,blue,BLUE - Defensive action on 73.74.17.154
2025-01-01 18:17:27,254.63.140.218,181.244.110.127,ICMP,blue,BLUE - Defensive action on 181.244.110.127
2025-01-01 02:08:28,252.170.78.212,184.107.115.180,TCP,red,RED - TCP connection from 252.170.78.212 to 184.107.115.180
2025-01-01 17:44:58,187.200.153.253,209.81.11.141,HTTP,blue,BLUE - Defensive action on 209.81.11.141
2025-01-01 15:22:49,174.242.178.194,101.200.36.136,ICMP,blue,BLUE - Defensive action on 101.200.36.136
2025-01-01 07:06:11,180.201.49.34,83.27.155.118,UDP,red,RED - UDP connection from 180.201.49.34 to 83.27.155.118
2025-01-01 16:05:18,179.247.149.230,38.107.111.206,UDP,red,RED - UDP connection from 179.247.149.230 to 38.107.111.206
2025-01-01 13:11:17,186.52.75.97,244.218.86.238,TCP,red,RED - TCP connection from 186.52.75.97 to 244.218.86.238
2025-01-01 12:56:47,250.242.91.242,14.60.173.152,HTTP,red,RED - HTTP connection from 250.242.91.242 to 14.60.173.152
2025-01-01 22:49:38,185.206.125.9,31.123.203.126,ICMP,red,RED - ICMP connection from 185.206.125.9 to 31.123.203.126
2025-01-01 23:46:03,191.192.45.200,119.195.140.162,HTTP,blue,BLUE - Defensive action on 119.195.140.162
2025-01-01 00:25:20,31.59.42.32,126.115.11.151,HTTPS,blue,BLUE - Defensive action on 126.115.11.151
2025-01-01 09:57:57,178.48.92.99,124.222.152.147,UDP,red,RED - UDP connection from 178.48.92.99 to 124.222.152.147
2025-01-01 11:50:28,17.94.207.209,180.10.201.143,HTTPS,blue,BLUE - Defensive action on 180.10.201.143
2025-01-01 02:19:39,133.63.106.248,169.60.92.221,HTTPS,red,RED - HTTPS connection from 133.63.106.248 to 169.60.92.221
2025-01-01 00:11:37,143.228.160.32,11.65.105.168,UDP,red,RED - UDP connection from 143.228.160.32 to 11.65.105.168
2025-01-01 20:28:47,66.17.43.251,32.152.186.248,HTTPS,red,RED - HTTPS connection from 66.17.43.251 to 32.152.186.248
2025-01-01 15:24:10,251.0.127.77,12.150.227.36,HTTPS,blue,BLUE - Defensive action on 12.150.227.36
2025-01-01 11:23:37,134.180.107.177,26.22.121.10,UDP,red,RED - UDP connection from 134.180.107.177 to 26.22.121.10
2025-01-01 10:54:43,220.110.68.155,142.110.183.72,UDP,blue,BLUE - Defensive action on 142.110.183.72
2025-01-01 02:42:26,141.130.133.98,167.83.204.117,TCP,blue,BLUE - Defensive action on 167.83.204.117
2025-01-01 15:29:10,241.73.104.19,162.137.98.183,ICMP,red,RED - ICMP connection from 241.73.104.19 to 162.137.98.183
2025-01-01 15:16:49,211.78.161.202,112.194.13.247,HTTPS,red,RED - HTTPS connection from 211.78.161.202 to 112.194.13.247
2025-01-01 02:49:21,70.63.56.176,141.208.33.85,TCP,blue,BLUE - Defensive action on 141.208.33.85
2025-01-01 12:08:34,200.139.74.223,205.115.140.3,TCP,blue,BLUE - Defensive action on 205.115.140.3
2025-01-01 08:05:27,97.53.63.45,135.156.250.25,HTTPS,blue,BLUE - Defensive action on 135.156.250.25
2025-01-01 20:49:53,222.144.138.156,26.24.87.82,HTTP,red,RED - HTTP connection from 222.144.138.156 to 26.24.87.82
2025-01-01 12:34:02,207.206.244.152,33.132.4.176,HTTPS,red,RED - HTTPS connection from 207.206.244.152 to 33.132.4.176
2025-01-01 23:56:28,33.73.193.146,189.136.27.236,ICMP,red,RED - ICMP connection from 33.73.193.146 to 189.136.27.236
2025-01-01 22:09:43,108.234.93.113,253.181.239.129,ICMP,blue,BLUE - Defensive action on 253.181.239.129
2025-01-01 15:34:28,134.117.156.163,220.44.156.105,ICMP,red,RED - ICMP connection from 134.117.156.163 to 220.44.156.105
2025-01-01 23:06:28,21.39.122.242,24.84.29.22,ICMP,blue,BLUE - Defensive action on 24.84.29.22
2025-01-01 00:23:21,247.217.69.123,128.63.207.4,HTTPS,red,RED - HTTPS connection from 247.217.69.123 to 128.63.207.4
2025-01-01 00:15:55,183.217.176.63,255.21.229.247,UDP,red,RED - UDP connection from 183.217.176.63 to 255.21.229.247
2025-01-01 06:21:53,20.187.68.132,91.26.216.127,HTTP,red,RED - HTTP connection from 20.187.68.132 to 91.26.216.127
2025-01-01 13:35:27,249.57.173.234,174.127.60.75,ICMP,blue,BLUE - Defensive action on 174.127.60.75
2025-01-01 10:41:15,68.109.1.189,162.201.111.237,ICMP,red,RED - ICMP connection from 68.109.1.189 to 162.201.111.237
2025-01-01 16:51:33,229.249.29.92,2.235.168.77,ICMP,red,RED - ICMP connection from 229.249.29.92 to 2.235.168.77
2025-01-01 00:11:15,90.95.205.91,3.51.220.126,UDP,red,RED - UDP connection from 90.95.205.91 to 3.51.220.126
2025-01-01 19:15:49,132.78.210.32,234.249.3.40,ICMP,red,RED - ICMP connection from 132.78.210.32 to 234.249.3.40
2025-01-01 17:08:15,102.191.153.94,110.93.137.28,HTTP,blue,BLUE - Defensive action on 110.93.137.28
2025-01-01 05:53:31,36.181.222.2,92.101.56.49,ICMP,red,RED - ICMP connection from 36.181.222.2 to 92.101.56.49
2025-01-01 04:52:01,102.215.169.231,9.82.101.243,HTTP,blue,BLUE - Defensive action on 9.82.101.243
2025-01-01 04:19:30,108.250.253.205,175.65.166.193,HTTP,blue,BLUE - Defensive action on 175.65.166.193
2025-01-01 04:47:05,29.55.10.33,40.176.6.197,UDP,red,RED - UDP connection from 29.55.10.33 to 40.176.6.197
2025-01-01 12:27:25,110.4.222.123,75.144.248.22,HTTP,red,RED - HTTP connection from 110.4.222.123 to 75.144.248.22
2025-01-01 22:29:11,40.95.127.72,197.58.134.180,UDP,blue,BLUE - Defensive action on 197.58.134.180
